,alligator@aalto.fi,ant@aalto.fi,armadillo@aalto.fi,bear@aalto.fi,bee@aalto.fi,butterfly@aalto.fi,cat@aalto.fi,caterpillar@aalto.fi,deer@aalto.fi,dog@aalto.fi,dove@aalto.fi,duck@aalto.fi,eagle@aalto.fi,elephant@aalto.fi,fox@aalto.fi,goose@aalto.fi,hamster@aalto.fi,hare@aalto.fi,horse@aalto.fi,ladybug@aalto.fi,mantis@aalto.fi,mouse@aalto.fi,owl@aalto.fi,panda@aalto.fi,peacock@aalto.fi,pig@aalto.fi,rabbit@aalto.fi,scorpion@aalto.fi,seagull@aalto.fi,seal@aalto.fi,sealion@aalto.fi,spider@aalto.fi,squirrel@aalto.fi,turtle@aalto.fi,vulture@aalto.fi
306,-5937.399195855178,-7860.788500022856,-6880.845100319549,-9367.256097229458,-7426.759460920617,-6353.453302371163,-6542.12544855818,-7392.750003492503,-5739.778123116917,-8728.742399708977,-7679.633687565425,-9035.408791652535,-7894.838271052279,-9521.709238083591,-5803.890113034689,-7326.024012159998,-8858.178978489941,-9035.002625260218,-5157.386277108513,-6472.5857592410475,-8997.012130256404,-5044.069215888583,-8103.651149930129,-4151.5861519224345,-6401.765313975873,-7362.20675292936,-8142.1444609415885,-6200.28834761341,-11043.447783193344,-5837.445035584147,-5609.9057363109605,-9385.36524390713,-10251.945385225623,-6700.916466373816,-7267.015763676553
307,-4222.160463519511,-5498.606662438753,-6407.6850006177465,-6726.723315614656,-6620.984581153572,-4807.0668366005775,-6037.363909765109,-4964.245829325157,-4344.163594058596,-6077.075522355513,-5212.537693428708,-8207.484246802045,-6936.28058584827,-6696.920196575838,-5448.37323415086,-5372.742512305482,-6310.954886099022,-8148.352883977894,-3931.6036144429827,-4550.707133321519,-6393.050977994064,-3699.516655927865,-7284.220672918371,-3349.75931964592,-5945.8311390779545,-5237.587876744252,-7337.01013533519,-5728.900967022212,-10023.221591084,-4162.233189645622,-4331.011209515596,-6799.12275057068,-9394.350461329275,-6124.303494061135,-5315.064498014779
308,-3034.2004972895415,-3848.2662604558072,-5872.939434958211,-4824.860035968377,-6070.069368169546,-3664.3924319777025,-5676.028771012287,-3307.1924964467876,-3342.6479705271313,-4212.777644807714,-3496.956589258093,-7651.111153554853,-6274.105542530982,-4679.0721827055095,-5159.6543926408485,-3905.1339750897205,-4420.25217621809,-7551.867053059519,-3074.5087612608486,-3215.4960751674016,-4530.561816574086,-2689.932500370629,-6743.117692934631,-2706.3808990580396,-5626.493251550148,-3720.4475651924126,-6771.678605230126,-5419.246618112148,-9310.192850858368,-2982.8482131599576,-3393.142469643796,-4832.197441198618,-8817.20522131835,-5726.8790107915465,-3891.0765551790005
309,-2235.57709145815,-2719.858196988485,-5324.217824871724,-3487.556424836913,-5681.9587704561445,-2853.2260171565754,-5448.831861024749,-2201.0601387200586,-2659.5901523666917,-2934.653741813492,-2326.4657021286207,-7285.437997061329,-5826.168866007665,-3278.036082598268,-4964.594978904148,-2855.1142787924123,-3101.6772187237125,-7157.00358660432,-2513.0284225094438,-2301.932977777531,-3251.752410882498,-1960.4087672639707,-6376.871931629774,-2203.130434262633,-5412.707476917807,-2683.9995979818177,-6372.260129892485,-5214.524117294767,-8804.802086050559,-2201.1676554060205,-2727.8383090402967,-3412.5628219929217,-8418.33371191859,-5443.3385051889545,-2885.546768099495
310,-1730.7707160779541,-1972.4130915527194,-4864.2529324784255,-2574.8226413086654,-5337.2031449711885,-2331.023663124015,-5344.1975607335235,-1479.9930300911237,-2246.591650064569,-2088.760631679592,-1558.790259181404,-7004.075125908608,-5536.840118655701,-2329.082486631549,-4896.392269519869,-2129.6360863350983,-2242.4952568487624,-6907.280190142063,-2194.478073246988,-1722.684006937181,-2388.536249765794,-1494.5187551038148,-6089.072638303167,-1882.121137834436,-5281.947833669175,-2004.2038847865256,-6101.152046042499,-5047.392019049585,-8443.901547071304,-1712.9685689931812,-2301.236902661416,-2434.5896110542776,-8135.921724720405,-5206.703333854084,-2221.4116515684136
311,-1392.7833866626233,-1433.060008645174,-4390.947529814211,-1923.6341169472103,-5039.855796243482,-1975.7150499581546,-5300.292977936277,-981.289254580406,-2012.3673786819227,-1510.4684131021345,-1044.10825596203,-6463.87790561085,-5322.170595860245,-1639.3414203128254,-4800.290341258046,-1609.6232586298652,-1650.120702713124,-6724.35853918328,-2037.9380214443054,-1364.664769203786,-1742.18766463796,-1176.5313776432813,-5765.062892793296,-1722.1506614165023,-5004.651844492944,-1552.994978125631,-5843.219791936604,-4880.160906565215,-8162.38781928408,-1407.6335287557836,-1999.8930763558003,-1758.878545226973,-7920.724936798424,-4916.441375082925,-1765.6532896799977
312,-1203.5485431279012,-1078.9888158379842,-4104.279667332334,-1492.7870886003948,-4811.355677705334,-1794.593658758473,-5308.019312346183,-659.9398173732784,-1924.8424871913835,-1140.6120588388046,-717.5694511749002,-6017.450676265346,-5192.614307706149,-1180.729947831877,-4831.502493837743,-1267.0462589088918,-1272.1575933130368,-6614.867897413602,-2033.6071651773764,-1170.9492931373607,-1305.8808459032919,-995.9952062591294,-5491.151463977552,-1681.8184061562326,-4780.348534595314,-1256.5340766108848,-5663.906186117803,-4767.412820536618,-7946.783315252002,-1247.8627565553363,-1843.9467883946813,-1316.2296237101232,-7752.8220509712355,-4627.3669785235725,-1488.981000983349
313,-1122.4663451508382,-855.0305646252752,-3997.8512794107146,-1216.2414527526612,-4554.181283464684,-1753.57925473907,-5386.075704532791,-458.0975441701188,-1947.6761482715565,-913.9259788410272,-518.9063613798537,-5522.993310159943,-5029.923363055556,-883.2612026405892,-4986.720078838456,-1043.78579921462,-1032.864865276441,-6562.197087719538,-2158.714185360222,-1096.24991467613,-1025.304629473425,-916.4530094409085,-5143.4809354684585,-1746.9980718256845,-4540.69796400408,-1083.2911778002933,-5539.918724677565,-4682.734766962402,-7778.05629358892,-1200.9344722710618,-1809.0682355053946,-1037.456886518476,-7617.84348025963,-4307.813334930199,-1343.842106881164
314,-1123.447218414145,-721.2445163834836,-4059.5001070043472,-1045.721003526298,-4342.825596096842,-1830.7563710243166,-5553.865147037312,-335.3969331801636,-2064.5819419561585,-784.3361674382361,-406.23992368821325,-4952.900202012362,-4931.2414367085485,-695.1846321973358,-5267.426860566091,-910.5561888332152,-885.2571832411115,-6556.58291536082,-2401.503063432353,-1111.2810513095424,-854.6900578854062,-914.9181940953974,-4921.068606624696,-1896.5667756627647,-4341.267031041842,-997.453592647934,-5474.739131033839,-4681.8909470431245,-7644.40459687177,-1242.6418543637046,-1880.0687104545223,-873.0063369571474,-7508.123953469918,-4084.678514772737,-1309.7981632837627
315,-1183.6510998984388,-625.3392785178122,-4245.700959411894,-914.0630414558943,-4194.281125413949,-2007.067093820514,-5738.578083223249,-258.92274324126026,-2239.488969843788,-694.1373977826038,-342.65529691983147,-4506.825040512377,-4888.757205110308,-561.5148954680442,-5637.388349428384,-831.031456811424,-794.7334508610029,-6508.147240376257,-2748.318910379409,-1183.1352267087634,-728.0448066871859,-983.7076048433162,-4766.766013113902,-2116.424585247946,-4034.579300801606,-962.9120745015495,-5432.253406811636,-4627.9673395682585,-7436.445008088029,-1344.27037393784,-2031.874095578265,-774.6424646823141,-7335.628077091815,-3878.02620542793,-1354.1910109163746
316,-1299.1242818540022,-539.9476655528731,-4553.804412672716,-777.669158125588,-4099.620779602518,-2286.6636663447534,-5968.976556960338,-207.3208885515802,-2461.3393865400567,-604.3363272773879,-304.28760186643854,-4082.5287549216473,-4853.870392998818,-446.0244828209052,-6097.779574139753,-782.6913750774411,-728.3911655877382,-6310.954315637593,-3194.9946841649885,-1294.4025539738163,-628.4030727553835,-1120.6534700323064,-4673.895920301444,-2418.4956157144134,-3624.8898688925137,-961.5113104814561,-5232.445770229887,-4616.210547151531,-6993.368677149929,-1497.7683785187794,-2267.104616673571,-700.4790490945788,-6926.981465389548,-3753.136901890755,-1464.0335145093154
317,-1491.0610159492085,-498.0531682029913,-5112.725988104519,-676.9423491703028,-4111.968871530047,-2733.322470517998,-6386.18900494023,-180.98356079811893,-2805.3180989396214,-553.281365209337,-298.6776627499071,-3760.363066654332,-4946.248329955679,-359.09675660014494,-6749.474979345225,-768.2720406682438,-703.2781325520959,-6191.795759439792,-3782.4884688660427,-1485.5688622818607,-585.9480768092908,-1357.2330648989332,-4743.835636684873,-2871.9354915106105,-3452.3288966341756,-1000.1577053985286,-5192.392840307422,-4800.839102722068,-6586.840376122406,-1763.7154621960563,-2688.420875180019,-658.2481858141032,-6555.7535090825095,-3833.88246421633,-1685.6666636934463
318,-1817.2024291521302,-516.4373568769431,-6149.9964972170765,-591.7355919234818,-4335.105295500443,-3455.662364022543,-7160.028082674351,-179.37249591050636,-3414.911906872323,-553.2489764732679,-334.5762240050098,-2973.334288223966,-5274.467855939955,-280.0703642834599,-7816.681077950586,-793.7498355618378,-712.7661901850206,-6251.049793614813,-4659.348655352069,-1818.4651306855949,-622.8940689040937,-1779.6646340091359,-5068.967430970393,-3582.3407520809133,-3690.4379025780163,-1115.193297234454,-5426.699155911014,-5313.543050486859,-6273.322704624491,-2254.6296658013744,-3511.3418998761636,-664.7611317030533,-6290.308494989547,-4226.180281553523,-2101.9272828565345
319,-3362.3716267698665,-1033.1432174553872,-12583.86326032787,-736.0940498165241,-7743.139005425046,-6581.777689028915,-11400.681157084624,-358.9993083049426,-6253.675190667708,-965.5672567243428,-665.522103965463,-4675.17324740268,-8997.058770776448,-252.66001177708426,-13192.095452993399,-1286.1274084738511,-1262.6900669315846,-9454.168042415271,-7867.650339721582,-3208.9201389318987,-1395.883336200427,-3856.211003628956,-8144.4977159732425,-6367.71678188978,-8692.55680854628,-2100.199040149162,-9076.087079390914,-10402.767059984915,-7511.396679698101,-4437.543149159765,-8476.405485946718,-1292.0017577663557,-8116.5572811684015,-8789.150103728738,-4107.550240446606
320,-15275.536789698219,-18956.404987444053,-10427.043863797337,-18859.072029124076,-13416.266479205955,-13043.957308165034,-10944.641447057122,-18688.97936370142,-12850.80777168051,-18381.24197772113,-18601.268125255127,-14948.183516621506,-13653.456920492768,-19162.497624074647,-8153.5556206800975,-18883.6773867527,-18774.590784922188,-15163.94787557741,-11287.075281652598,-16085.4164492446,-18205.377650098795,-11568.900786347049,-14279.01474170023,-7798.576464710993,-10875.586227359974,-14842.828224730503,-14178.710751344406,-10858.028519457022,-19958.15258396775,-13715.839423912312,-12054.107472770562,-18629.738723926435,-19395.448901898777,-12601.523887798663,-15357.869622933482
321,-15203.234842505013,-18849.838479034475,-10367.790414968182,-18735.665191043852,-13351.436759917158,-12984.702428735585,-10883.395847410357,-18579.050959532135,-12789.843840365773,-18240.955631977682,-18506.99643470591,-14824.76408225817,-13582.26187680331,-19040.468789865703,-8181.7349972967695,-18793.781012683314,-18600.441452445226,-15065.574747367189,-11199.14285560981,-15999.830109305753,-18123.39534877913,-11365.644973445857,-14129.798476720034,-7500.455164004485,-10804.012143269012,-14376.34651325373,-14077.462043004645,-10782.861083973216,-19626.45025599244,-13626.70049292253,-11968.157486619659,-18524.59765455507,-19048.725726277768,-12391.738987330922,-15277.808069812081
322,-15105.282690644895,-18777.167654222616,-10238.090066030381,-18646.809770445423,-13282.0964474805,-12953.315351098996,-10689.717127268628,-18503.266354714473,-12563.738012236436,-18143.00438624745,-18418.88186265331,-14725.877665222994,-13527.00482338493,-18953.390810023608,-7857.7362599994085,-18706.605653807033,-18483.58601572586,-14984.778875813743,-11085.166254060665,-15923.441600362563,-18066.520210638548,-11134.15333706837,-14007.135626148996,-7290.697527259758,-10757.735204594572,-14066.809294421613,-13996.06852536997,-10735.577587309954,-19316.263039790458,-13551.120499159613,-11918.787306469192,-18449.829811471536,-18720.292140758684,-12197.6337615878,-15228.272666673396
323,-14856.109662562943,-18723.58089042446,-9883.866862169787,-18574.252170706124,-12949.68870147689,-12775.05323024358,-10209.097567012745,-18424.51203618675,-12259.22792199872,-18061.88657871421,-18303.097728047193,-14605.052711493752,-13402.910952361377,-18886.918884138417,-7407.73281263169,-18554.65497179202,-18374.527235752044,-14905.183129075514,-10709.720583646797,-15720.257827227972,-18023.391992364544,-10885.934837283874,-13812.95125132332,-6999.615963114456,-10448.962656117545,-13846.568365211355,-13794.342658878482,-10392.520668921487,-19014.3584284957,-13332.416290011868,-11630.147774786532,-18396.413060911596,-18371.678911763473,-11758.609943604497,-15034.66331977172
324,-13676.01145445569,-17972.252054928766,-9174.600578469439,-17694.770361100243,-12024.49426257662,-11810.527015937827,-9514.634263740068,-17633.414006740175,-11325.736574580877,-17236.930653646443,-17519.26402834265,-13902.490505401003,-12705.367632510766,-18047.990827717837,-7036.570371704938,-17592.68428644816,-17694.46647567925,-14183.116258762706,-9754.91653219268,-14629.756885572862,-17394.260942937028,-10022.974002967938,-13093.031568333447,-6418.183327652415,-9571.255084081635,-13490.107133687758,-12891.802285618385,-9450.046338666541,-18047.096095087625,-12232.105672294174,-10609.421726390186,-17825.29449928407,-17118.917818598395,-10632.459198580684,-14107.612772734665
325,-11261.128405448428,-15197.191577409529,-8262.932893494964,-15633.465631199411,-10528.176907942741,-10232.792149118268,-8469.332792271343,-14723.124455087112,-9629.385086245984,-15220.932935662078,-15121.361838679812,-12267.017270002987,-11165.269195483943,-16061.978521224511,-6674.039786072639,-14596.153360016377,-15472.079511346084,-12541.84618432846,-8427.132801706544,-12289.052987628158,-15536.928327658028,-8419.44735309351,-11457.234714131206,-5764.349177786807,-8350.158741496507,-12263.558644309955,-11393.398763132933,-8121.973841631686,-16027.68309279393,-10279.87473643749,-9126.17622419335,-15823.843430913437,-14924.372421960976,-9166.273749517066,-12252.319005346013
326,-8658.645789518947,-11650.507878401037,-7589.989657976319,-13107.917391349918,-9054.942366255844,-8448.205382586575,-7495.358723338267,-11277.491506551894,-7789.414687207696,-12666.82348236578,-11598.041715667008,-10557.634425307395,-9476.10185410879,-13559.056764917808,-6286.784633567495,-10992.998459527444,-12397.227969865251,-10767.832390000292,-7038.41555076277,-9455.97184646263,-12814.757963661425,-6759.746873402024,-9756.660484751712,-5114.833121982492,-7247.821361077104,-10379.737609317719,-9741.48296751179,-7008.6318704990335,-13951.596147854903,-8227.828320068349,-7524.00646432587,-13202.642004487523,-12978.837249777653,-7919.796321632506,-10027.520574140712
327,-6477.46893050039,-8705.632708596979,-7075.972040701171,-10334.966718301584,-7958.531610540713,-6840.453986984146,-6790.380386169602,-8207.900270903401,-6163.88071210767,-9707.782737475445,-8492.005205120344,-9296.438564214523,-8216.818247750078,-10572.22328978109,-5969.348162595999,-8056.58617552804,-9559.323499611331,-9411.178381117606,-5663.602095051965,-7083.988130065429,-9957.566028419347,-5338.783444118446,-8534.69766240244,-4438.658066459822,-6493.646779164992,-8096.311475359345,-8500.123271146063,-6268.353738603468,-12363.270632848857,-6347.251967197335,-6055.225814339875,-10441.947663812189,-11514.715149497344,-7072.1258810999825,-7898.135350732724
328,-4772.776101282607,-6303.649051389133,-6698.003817575604,-7760.408219918498,-7178.716484166991,-5449.502449366037,-6270.7816256692295,-5753.640186398385,-4855.8402002310095,-7062.612644128967,-6066.476781061552,-8400.69516387828,-7283.299059664214,-7854.542609649336,-5749.770928698927,-5908.776365542693,-7076.995385616319,-8462.911954097377,-4475.461561581819,-5236.032825376415,-7404.875022018194,-4132.299553723228,-7663.0646344371,-3699.4212812091646,-6001.844967043035,-5852.470564350061,-7651.136245748474,-5792.95382876363,-11216.473389401559,-4748.207322606729,-4739.407935258923,-7808.779013586191,-10479.21046379907,-6464.005113743557,-6099.160640585737
329,-3417.0651150063495,-4378.678081843373,-6327.835209881223,-5505.843883844087,-6608.437485383161,-4154.3833004608305,-5869.919039260594,-3779.186959711978,-3746.8217708852035,-4824.755917771989,-4036.3463788351883,-7795.665906540543,-6515.626626467127,-5401.184477162125,-5507.563052684192,-4382.456038680698,-4922.902799969688,-7786.470734507033,-3489.5369440882214,-3675.371116646307,-5173.206216490251,-2983.750364607594,-7058.391263213385,-2999.557668870127,-5714.700198719311,-4143.6182039084915,-7037.580928697869,-5479.75852118754,-10325.880970923881,-3373.8405348768015,-3718.6407795554596,-5571.81070065605,-9749.700932970569,-6026.4948663515825,-4450.375106350539
330,-2525.303033467573,-3084.3529595794425,-5911.749711863851,-3956.8428375301455,-6237.119698771404,-3252.8631384714026,-5618.093064181969,-2486.383394592034,-3004.8165437157086,-3323.7373538330767,-2681.546263833661,-7407.665885875926,-6000.582524172418,-3733.892313799531,-5345.358649037983,-3190.8906005828167,-3455.7847746888983,-7341.415476643122,-2857.1872921378035,-2635.837894404802,-3653.2076226970153,-2173.3738367696033,-6647.369994994271,-2410.0503698914026,-5534.758403973613,-2951.9640272027755,-6618.0442385523,-5278.126747972844,-9676.364519630079,-2463.1758189326574,-3017.4512878461196,-3931.806826701402,-9222.503694417479,-5728.559267705847,-3309.3123087150007
331,-1901.9182966733104,-2171.4210018835724,-5327.311794747558,-2822.1969889558777,-5931.745854146266,-2579.1188958615908,-5478.365155363432,-1619.8325075155026,-2464.090282973866,-2283.679292390821,-1737.568485089915,-7131.858778380894,-5627.1628401856815,-2565.1141883487753,-5222.50314109671,-2348.0091453197474,-2421.491658346881,-7020.333089984908,-2449.913618058621,-1905.509360650749,-2602.9365288196086,-1606.6129739701394,-6318.296755658777,-2017.3985913756994,-5379.020798757469,-2144.3481155201803,-6272.256814500276,-5111.6660345858345,-9162.07984360087,-1860.7422048507592,-2471.002185453096,-2730.6605947855687,-8810.02770428253,-5438.8965011283135,-2460.479198715091
332,-1544.2226708457356,-1601.3340215596822,-4950.468157679512,-2098.7515995601607,-5634.41380238338,-2186.53922304996,-5448.432367056083,-1086.2506683147212,-2179.711292341908,-1634.9583819088991,-1148.836676675562,-6978.77520116718,-5400.274058683587,-1809.672374727853,-5282.933034906693,-1782.4089730178616,-1789.2422372527712,-6824.485735756728,-2288.8590673832678,-1477.4981747859358,-1946.6635060421324,-1273.3150689115264,-6091.1346399596805,-1820.7845279859039,-5260.220016514741,-1642.3265293477866,-6052.565280919473,-4994.367474998086,-8766.931382822066,-1525.113721627272,-2166.28696454129,-1943.655007220263,-8483.82255632262,-5257.231591504724,-1942.4421796049562
333,-1328.2455163913987,-1202.0727838228831,-4611.512346829664,-1600.6888386497756,-5277.24690250329,-1970.629530418796,-5481.245400431255,-727.6620862160709,-2063.5583337322423,-1211.7758429226435,-773.1140592383236,-6566.9382897545565,-5235.397472859555,-1285.2252428120253,-5323.304899668233,-1391.6398752519542,-1369.8594651880153,-6680.003789288168,-2279.2326229718974,-1249.2817191463919,-1466.1283687273562,-1079.737842913542,-5821.400076202415,-1778.8369986244954,-5049.982314461349,-1323.0634846202604,-5833.280365550556,-4892.322827544165,-8433.348346894409,-1352.78385609817,-1986.8338891166131,-1413.3650824247784,-8207.96736171699,-5014.282277905915,-1620.2718589053432
334,-1217.6754522280999,-922.3858189600702,-4370.152496105463,-1261.8426577356686,-4907.589553028161,-1904.2535291351487,-5542.745594135298,-486.0628968518839,-2078.606429832119,-943.1036938754384,-539.8928447641853,-5992.405990013812,-5050.240958415883,-922.7765210954589,-5401.602693253682,-1119.6467256058309,-1092.4858849918974,-6579.5034771079245,-2413.9623167238133,-1163.381848766293,-1108.3283150731713,-988.4658557250407,-5372.916605675742,-1857.8454559352213,-4766.680091590947,-1123.6719440842107,-5625.661597409539,-4764.236439853058,-8145.086911440601,-1294.725663275361,-1921.8630623423194,-1075.412354827732,-7966.052149051091,-4570.520630074416,-1435.2781869840824
335,-1215.838163024381,-760.3072304323882,-4373.8985726886895,-1060.1810537801662,-4561.440229463604,-2000.1453706373259,-5722.601964302077,-343.3482122014768,-2217.124306792026,-796.7771902949653,-414.5517073822914,-5266.43868869013,-4897.729155325366,-700.8809341256147,-5654.570426493985,-953.3167933725585,-923.9806654714757,-6542.655256143612,-2695.67422358071,-1193.9595271282203,-896.03483077358,-995.2508678980554,-5040.250880912018,-2053.193186548905,-4545.240068622874,-1025.5131226955837,-5497.107838831271,-4762.85226252216,-7902.7510609021165,-1353.007605300432,-2003.4319850883846,-885.2726913101292,-7755.802708038682,-4279.365049030215,-1398.0187382562162
336,-1313.4841941120528,-682.9884009111065,-4629.698344516938,-952.1590896863659,-4332.320610685253,-2256.395407747247,-5992.846573106817,-265.64733186506965,-2478.0130789013456,-733.559880262759,-361.55538948802365,-4639.968110330011,-4871.850721620035,-571.4487221044869,-6099.8768171779375,-875.3288748741322,-841.1316962587298,-6571.873488637666,-3112.6154011051804,-1323.098592737292,-790.9296361727422,-1097.4273384344701,-4865.302988270233,-2344.8402701587347,-4362.394146737374,-1010.1324297375081,-5460.742956847633,-4794.82240455583,-7701.144999522051,-1519.4259204607038,-2239.9301868194702,-798.4798814000158,-7576.933102821943,-4065.155787516197,-1491.2310627195002
337,-1497.6040380407185,-637.1975287607149,-5134.19080916999,-863.2606103762894,-4194.925374797578,-2689.159836452599,-6374.443140287596,-223.64200398119337,-2841.376632890656,-693.8562875702235,-347.9673528043805,-4133.440591888123,-4896.1457209576565,-475.8626285852446,-6730.755096240951,-854.513168396214,-813.6074123683038,-6560.217241950296,-3685.890842041442,-1525.039183418095,-726.8726717172829,-1314.6220579767264,-4797.974130358145,-2790.0546746665946,-4209.318094910297,-1053.0600124366974,-5252.965889321644,-4947.028905452463,-7375.176791576742,-1788.8772333917245,-2651.7700419330163,-769.1974479276539,-7305.941794808429,-4031.4405002460467,-1702.078622880701
338,-1803.7973216410037,-578.8525947255126,-6019.570066963724,-702.0855084464906,-4257.583540356606,-3375.17360383358,-7014.097136852875,-195.1791933088448,-3378.431818765436,-613.6069920173588,-352.21685944009084,-3819.187923309166,-5090.923869528973,-347.24477035266835,-7676.910473719984,-857.6137075135081,-794.6924427834033,-6299.4604490672855,-4555.559472688856,-1809.5390686395488,-673.6041131221748,-1718.4376370318162,-4982.805494704162,-3506.1660077323336,-3921.910709592142,-1140.679466759861,-5280.241183329275,-5305.269126515631,-6599.2525534543765,-2228.0164705101997,-3390.8805391178093,-725.3383042352727,-6580.205897517212,-4217.347857109948,-2069.037395076006
339,-3345.457393125045,-1042.0788574369215,-12433.864916352486,-738.1920232935054,-7452.641672574989,-6542.566711187708,-11197.697745435922,-357.35085754817743,-6216.27836834212,-962.9813269090508,-665.5895966279254,-4497.818049578253,-8719.119251521703,-254.01857296971193,-13037.72280205005,-1282.8860350795712,-1260.1267439162204,-9152.688173184146,-7838.666168590638,-3191.3962625365516,-1386.0165850211765,-3828.222146064585,-7947.872899813681,-6329.475036629467,-8447.041843822642,-2082.836068192499,-8799.832517674577,-10158.472950018142,-7348.125085896452,-4418.814090268945,-8376.214875022175,-1283.9297274881064,-7893.137640727206,-8563.815175504358,-4075.980732222837
340,-15510.565833027924,-19296.964462833992,-10720.588695682009,-19293.553823604692,-13872.960335458236,-13246.468364970186,-11489.618980500733,-19037.220571855483,-13072.075667249574,-18839.095679397775,-18900.911602786626,-15628.35026177555,-14244.613528228561,-19575.280977301627,-8196.583890796139,-19162.982939703405,-19295.476513349124,-16046.595743225962,-11598.914155753771,-16346.589051358096,-18483.054148183688,-12024.429690288263,-15551.172710689985,-8566.550652013157,-11221.550518368775,-16196.386480759895,-15113.73332830907,-11185.513087105028,-23637.588402682755,-13985.971120314103,-12343.922906896283,-18989.50026725464,-21673.091854751954,-14030.44003323243,-15623.048532608098
341,-15358.492436324592,-19091.24671471247,-10551.350977506732,-19055.932069286206,-13742.07742470577,-13113.019218332145,-11333.443772910097,-18825.333292457708,-12932.287917988799,-18567.801348383768,-18718.572126054583,-15383.454509430743,-14101.986071064895,-19340.35383110291,-8178.216988026432,-18988.164944318145,-18959.689841995074,-15853.11175604086,-11390.603899379226,-16171.453840794216,-18322.768790315313,-11695.181232539904,-15254.477470872644,-7965.277857602581,-11063.471628372681,-15294.689561141031,-14912.323145624334,-11018.98608149276,-23203.60984349079,-13802.368743568355,-12155.907612306164,-18786.82056036026,-21387.88708233142,-13673.58449150003,-15456.668930616042
342,-15254.250731436887,-18950.678853835456,-10405.033972000507,-18884.755867270527,-13643.679856601204,-13031.507558432924,-11184.676341907936,-18679.071702648165,-12745.78101617702,-18377.538396279448,-18587.730729461342,-15184.419470781784,-13988.769857289488,-19172.64472811549,-8017.451170980193,-18864.539790807532,-18733.78215122867,-15692.758516379306,-11269.377699925655,-16046.258947986764,-18210.559595743864,-11378.438008842713,-15008.440292866295,-7595.3887164811495,-10950.614136160173,-14694.295078297688,-14748.016618346905,-10913.822812711873,-22762.95687841864,-13676.815074592334,-12034.867952886452,-18642.494067563617,-21116.169063854177,-13352.536593348404,-15347.477223419202
343,-15073.844519915769,-18854.31818059335,-10174.681773438633,-18761.075594752627,-13442.845166103176,-12983.77370188668,-10798.849691605245,-18577.33898226004,-12521.557790134624,-18244.252812792427,-18462.40526625605,-15015.863976553666,-13895.388989573534,-19052.720249623213,-7632.2386460196085,-18733.065612407816,-18581.413787458085,-15555.374628419877,-11042.065143928983,-15940.284349216487,-18131.930204705455,-11145.154086986044,-14764.118724137263,-7340.144651310604,-10835.410645021186,-14295.775209427795,-14604.185658462144,-10780.981389063894,-22307.174896532117,-13591.653416461186,-11944.17536655744,-18539.462287985458,-20837.080521647986,-12981.105020494579,-15276.416096312634
344,-14754.621366802454,-18770.860920778567,-9781.02915389555,-18628.306986977645,-13043.368621830148,-12650.700859821773,-10351.71914797137,-18454.680326494792,-12140.908192828892,-18108.32674096553,-18298.39861590089,-14807.232312647458,-13672.089163339757,-18935.26349113915,-7268.586702684969,-18595.454150745143,-18413.20506241113,-15393.425929459772,-10603.483817872606,-15644.732465734482,-18060.505328274474,-10846.683418351251,-14475.071065517355,-6927.000865274196,-10366.75738543226,-14001.773113364476,-14229.062343446793,-10300.106827949776,-21800.38861869187,-13214.210586601144,-11478.906677626746,-18461.7222883894,-20426.76151805477,-12334.906879592188,-14930.825123745424
345,-13545.094584821962,-17949.69670351736,-9099.10061489239,-17656.49619954783,-12120.529315297847,-11681.307512817784,-9674.709611000399,-17604.173070765813,-11219.949297217556,-17193.82770480242,-17468.303713464215,-14012.663048103888,-12916.639476854405,-18002.141737095357,-6980.846746902896,-17639.86197932092,-17665.52287333663,-14566.2644638561,-9661.687905535595,-14505.531520614288,-17364.926717401075,-9966.123954953286,-13620.332217142091,-6348.2080054497,-9495.641796675036,-13628.371722622605,-13279.508911812212,-9364.342061079959,-20574.628296458643,-12083.03153372014,-10470.76301135764,-17825.118614133786,-19085.5320330493,-11140.728851780776,-13999.510496555566
346,-11287.592972902248,-15336.298571073536,-8254.963632305637,-15714.122396993076,-10737.578748880016,-10218.588419087599,-8685.802120584516,-14841.29950597648,-9648.39448015558,-15292.512425514855,-15276.429545841205,-12428.452578626922,-11449.304288247171,-16133.23564201653,-6680.738287463311,-14954.804240798238,-15587.052613285789,-12968.694864568079,-8451.425736157793,-12339.489684805609,-15650.827850578102,-8429.390238473548,-12016.562849125421,-5739.7803170515435,-8360.072027354505,-12375.718416989766,-11850.354201149015,-8126.295048430183,-18432.62862391414,-10257.264385456747,-9101.595414594694,-16004.513574076906,-16913.908992518747,-9708.168867075998,-12265.040182515637
347,-8889.11475724868,-12023.798165340067,-7639.75131778067,-13512.383303204722,-9336.79120465966,-8645.683023229274,-7752.189852249264,-11667.726295191347,-8006.5034941804315,-13090.386301697488,-12068.949139322875,-10766.792244465458,-9818.118196923268,-14004.837752743979,-6399.152226269432,-11648.760734097295,-12661.949933143886,-11275.281056744087,-7221.123951565472,-9771.860737606947,-13256.073136437819,-6822.440832875262,-10317.88417954023,-5168.398109774047,-7303.565533594196,-10589.017171146592,-10282.614141466103,-7056.456169436935,-16237.663654813354,-8435.517781784183,-7678.882982294892,-13640.377829681345,-14958.302218079734,-8432.953717215772,-10285.39754589564
